REGIONAL;INSTITUICAO_PARCEIRA;INEP;ANO_ENSINO;TURNO;TURMA;CODIGO;RACA;SEXO;NEE;ANO_NASC
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 085921985838;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 120219865312;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 093093077061;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 077354666441;BRANCA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  D; 089264502992;BRANCA;MASCULINO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 017253668691;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 196358451286;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 081746244094;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 138012396066;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 011009436188;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 007687182917;BRANCA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 180832971962;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 166830052315;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 015928325966;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 028536559663;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 084735826624;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 154634849573;PARDA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 059276269590;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 056966682490;BRANCA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 003023110334;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 050247339247;BRANCA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 066897874352;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 150818004956;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 178996915812;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 012447101703;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 008778361656;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 099024310394;PARDA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 199613756005;PRETA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 199125142486;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 096640944111;BRANCA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 004924662696;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 106018470370;BRANCA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  D; 173989503902;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 213480279765;INDÍGENA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 202251730415;BRANCA;FEMININO;N;2025
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 204115611302;BRANCA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 052687088519;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 150219808176;PARDA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 176519554015;BRANCA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 113207904320;PRETA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 043926724392;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 009453796286;BRANCA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 031847288497;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 153494618613;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 138185430071;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  C; 198068231870;PRETA;MASCULINO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 204758385309;BRANCA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 041150922238;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  D; 141591329185;BRANCA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 002427449334;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 004987104711;BRANCA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 066409233338;BRANCA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 137672390782;PRETA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 068804939374;PARDA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 198326250781;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 162822193516;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 027260856513;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 005173494470;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 085408955865;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 025229422489;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 121911053474;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 032767488937;PARDA;FEMININO;N;2025
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 192536954312;PRETA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 069997512362;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 117017299455;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 128126640702;BRANCA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 008996645887;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 129053426144;PARDA;MASCULINO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 138941752029;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 183665711041;PRETA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 168781075440;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 199592488670;PRETA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 053759013801;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 017602398136;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 081799344433;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 069654852287;PRETA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 135223134662;PARDA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 051293889039;BRANCA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 069946095754;PRETA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 123743754502;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 046342755301;PARDA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 031566219232;PRETA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 086092508470;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 012593385771;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 168610668369;BRANCA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 078103923342;BRANCA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 189661152148;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  D; 013343147913;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 097111847523;PRETA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 052669855247;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 063761208263;PARDA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 033724394827;PRETA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 039444468229;PARDA;MASCULINO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 145433160576;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 123796531152;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 040332641920;INDÍGENA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 086053965484;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 015390738832;BRANCA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 036923821525;PARDA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 105330393952;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 149397841592;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 163150384638;PRETA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 010351284776;PRETA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 100640138049;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 204417325163;BRANCA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 096173004392;PARDA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 181275322799;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  C; 187960941942;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 146287887547;PARDA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 134493245502;INDÍGENA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 146077496600;PARDA;FEMININO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 092532306162;BRANCA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 148052386856;INDÍGENA;FEMININO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 142928379764;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 016061373816;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  C; 152011750002;BRANCA;MASCULINO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 175929180453;INDÍGENA;FEMININO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 040299172931;PARDA;FEMININO;N;2024
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 149644847781;PRETA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 062402593525;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 019049583717;PRETA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 072408923315;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 203443002211;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 128363983000;PARDA;FEMININO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 058947574071;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 071751188510;PRETA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 045263815514;PARDA;FEMININO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 150500924333;BRANCA;MASCULINO;N;2021
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 071958190273;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 085973587771;PARDA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 174010205135;INDÍGENA;MASCULINO;N;2019
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 088485190798;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 154663244852;BRANCA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 173851338789;PRETA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 145145142416;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX A; 181992674008;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 038839185230;PARDA;MASCULINO;N;2022
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 147356964994;PARDA;MASCULINO;N;2023
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 071852117706;PARDA;MASCULINO;N;2020
BARREIRO;CESCLAR - CENTRO DE EDUCACAO INFANTIL SANTA CLARA;31281484;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 092007341546;BRANCA;MASCULINO;N;2020
